,host_response_rate,host_acceptance_rate,property_type,room_type,accomodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,extra_people,number_of_reviews,review_scores_rating,cancellation_policy,wireless_internet,smoke_detector,air_conditioning,heating,cable_tv,washer,dryer,family_kid_friendly,kitchen,free_parking,carbon_monoxide,pets_allowed,essentials,checkin_24hr,lock_on_bedroom_door,pool,hair_dryer,gym,wheelchair_accessible,iron,shampoo,hangers,first_aid_kit,elevator,comments
2894,30,100,1,1,3,1.0,1,1,1,150,100,75,0,2,100,2,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Lovely apartment, very cozy and in a very convenient location - close to all the shops and public transport. Perfect for solo travelers. Lizzy is a great host and was very accommodating when my travel arrangements changed last minute because of work. Highly recommended!"
2895,100,88,1,1,6,1.0,2,3,1,135,400,0,0,19,89,3,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,We had a great stay. The house was very nice and Tuomas was very communicative. Recommended. 
2896,100,100,1,2,2,1.0,1,1,1,110,100,15,60,87,98,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"My parents were visiting me from out of the country and stayed at Afeng and James’ wonderful place!  I personally stayed at their home last year in November and since I had such an awesome experience I decided to use this Airbnb again for my parents'' stay. We couldn’t be happier! The place is super comfortable, clean, and quiet; the room is beautifully decorated, the bathroom is fully equipped with everything that’s needed, and location wise was perfect for us. The least to say, that Afeng and James are very attentive, hospitable, effectively responsive to any inquiries, and a friendly sweet couple. Highly recommended! "
2897,100,56,1,1,4,1.0,1,1,1,149,500,50,50,3,80,3,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,"Paulina was a very kind host and we managed to work around eachother schedule in order to collect the keys.

The apartment is located right in the middle of the freedom trail making it a very attractive spot. It''s surrounded by cafes and bakeries. The flat is located on the 5th floor with no elevator of an old not well kept building. The carpets on the stairs are very dirty and there are several smells coming up the stairs.

Paulina''s apartment is old but she tried to make it as comfrortable as possible. We had issues with airconditioning that was not properly workig and very loud due to an old equipment."
2898,73,100,2,2,2,1.0,1,1,1,56,100,30,25,4,90,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,Kaitlin was hospitable and accessible throughout my stay. House was clean and is very accessible to public transportation. Extremely fair price for Boston.
2899,85,80,1,1,3,1.0,2,2,1,275,500,100,125,7,97,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,"Wonderful location--seriously, really top notch area in Beacon Hill. The interior space was nice and clean, with everything as we''d have expected. Carly met us to exchange keys and was very helpful. 

The place is listed as a 2BR, which is not quite accurate. It''s more of a studio with a loft and a partially-separated bedroom. There''s no floor-to-ceiling walls or doors separating the rooms and the bathroom is accesses through the main bedroom area. That said, the layout was a nice use of space and worked well with the high ceilings. We enjoyed the space and location very much. "
2900,80,33,4,1,4,1.0,2,3,1,165,95,50,0,10,98,3,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,Carrie was very welcoming and got in touch well in advance of our arrival and sent messages to check we were getting on OK.  Carrie's apartment was a great place to stay and we really enjoyed it.  Carrie even very kindly offered to send back some missed packing.  Thank you for a lovely stay.
2901,100,88,1,2,3,1.0,1,2,1,150,100,0,35,96,98,3,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,"Katie & Andrew were wonderful hosts. They were very helpful, friendly, and accommodating. Their place was extremely clean & comfortable. You really feel like you have your own space, which was great after long days in the city. Also, Southie (South Boston) is a perfect neighborhood to be in...great restaurants, bars, the beach, and easy access to public transportation. Not to mention, it takes only a couple minutes to get to the Seaport / Fort Point District, which is one of the best places to spend a night out in Boston. Overall, it was great. We would definitely stay with them again. "
2903,100,97,1,1,4,1.0,2,3,1,295,300,60,30,33,86,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,"We had a great stay, the apartment was great and loved Boston!
The location is really good, easy short walk to the T or easy to walk to other areas of the city. Finding the apartment and checking in was a breeze thanks to the detailed instructions. 
The apartment was lovely and clean and had everything we needed. "
2904,100,97,1,1,3,1.0,1,1,1,250,300,60,20,33,97,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,"Unit was very clean, spacious and comfortable! Stanley & Sue checked in on us a few hours after the check-in time and made sure that we had gotten into the city & building safely. The location of our unit was very convenient and we were able to walk to many Boston essential locations (Top of the Hub, Freedom Walk, Bostom Common, etc.) It was also easy to get to the unit from Boston Logan. "
2905,97,84,1,1,4,2.0,2,3,1,235,500,135,10,34,96,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,"Elyne was an excellent host. Her apartment is extremely charming, and very well furnished and equipped! We really enjoyed our stay in it, as well as its central location. The only very slight concern is the fact that it is located on the 2nd floor of the building which does not have an elevator. Otherwise, an extremely charming apartment designed with very charming taste. "
2906,100,72,4,1,2,1.0,1,1,1,125,250,60,0,18,96,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,"This was one of my favorite Airbnb experiences so far. Jenn was out of town, but even though she was away she remained in touch with me regularly to ensure that my partner and I were having a comfortable stay. Her guest book and the household instructions she left were thoughtful and specific and contained suggestions on where to dine. And her penthouse with its accompanying patio were indescribably gorgeous - it felt like home. I highly recommend Jenn to Airbnb-ers looking for a central and comfortable stay in Boston that''s central to shops and restaurants and an easy commute to town. I hope she''ll have us again the next time we''re in the area! "
2907,99,81,1,1,8,1.0,1,4,1,155,150,55,50,26,82,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,"Large apartment very well located. Very convenient for visiting central areas in Boston. The apartment is confortable with a large bed and sofa, four chairs and little else. No decoration. 4 glasses and some dishes in the kitchen. No way to open a wine bottle. The microwave oven didn''t work. We asked for a replacement in the first day of our visit, but it was no replaced so we could not have warm food during the 5 days of our visit. In summary, it is large and well located, but impossible to feel like home. Not a good choice for that price unless you are 5-6 people.."
2908,99,81,1,1,9,1.0,3,4,1,200,99,60,50,15,87,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,Great location! Wish the space had a TV. 
2909,100,100,1,1,3,1.0,1,2,1,63,500,50,0,1,80,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,Great apartment in east boston. Clean and comfortable. Fully furnished apartment. Free street parking. Accommodating for dogs. Leah was quick to respond to issues/ questions regarding apartment. Nice deck and backyard to enjoy in warmer weather. In walking distance to convenience store and food. 
2910,100,100,1,2,2,1.0,1,1,1,84,298,0,0,6,100,3,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,"Manuel and Soshee were absolutely fantastic hosts! Extremely pleasant and most welcoming. The impeccably clean rooftop room, large bathroom and private veranda (with great views) made for a perfect stay. The location could not be better - with the subway to Boston so close by, and an easy walk to great nearby restaurants and the gorgeous Arnold Arboretum. Our hosts went out of their way to make our stay special, offering many extra touches, including tasty coffee, a variety of snacks, and refreshing drinks. I would highly recommend Manuel''s place for anyone looking for a warm welcome yet plenty of privacy, in a super convenient location that is perfect for relaxing and/or exploring Jamaica Plain, Roslindale or Boston.        "
2911,100,100,1,2,2,1.0,1,1,1,130,200,50,20,33,90,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Arthur made us feel very welcome. The apartment was well kept and cozy. Location was perfect and why we chose to stay there originally. Beacon hill is a great neighborhood. We met a nice French coupe who were staying there at the same time. No issues with noise or anything from Arthur or the other boarders. 
2912,100,100,2,2,3,1.0,1,1,1,76,100,25,17,194,96,2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"Barney met U.S. and showed us around the entire house, including where they live. We were shown all the amenities and provided with advice on attractions, public transportation &a entertainment. The century plus house has so much character and is well maintained. The neighbourhood is very picturesque and quiet"
2913,100,100,1,1,5,1.0,1,2,1,130,200,45,0,66,90,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,Nice place. It's clear that Miriam and her husband have done many upgrades and do all they can to make you feel welcome.
2914,100,100,1,1,3,1.0,1,1,1,295,250,25,0,31,96,3,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,"Marketa is a natural-born host: Reliable, friendly, easy-going and helpful... And her apartment is the perfect oasis: Sunny, comfortable, well organized and filled with a gorgeously curated art collection. The plentiful snacks, thoughtfully printed-out info sheet, and central location made for a relaxing respite from an otherwise hectic weekend. Highly recommended! "
2915,75,100,2,1,2,1.5,2,2,1,145,500,150,35,7,91,3,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,"The Place was Niveau, a Little bot old fashioned but perfectly prepared with shower gels and the basic groceries .
The public transportation into Boston and the shops near by is nice & easy. The only thing I would have wanted to know before is that there are dogs living in the upstairs because of my allergy.
I would stay there again and do recommend this place."
2916,100,85,1,1,2,1.0,1,1,1,135,275,25,15,41,98,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,"Liz was a wonderful host! She gave me all sorts of suggestions on things to do in Boston ahead of my trip (I was a little behind in my planning), and even invited me out for dinner on my first night in town so she could share more recommendations (how great is that?). 

Her apartment is also awesome as well! It''s in an amazing location, has an amazing view (being on the top floor sure helps), and has everything you''d need (including air conditioning, which, in Boston in the summer, was pretty important).

If you''re in Boston and you want to stay with a great host, in a great apartment, in a great part of town, then you want to stay with Liz!"
2917,100,0,2,2,2,1.0,1,1,1,150,1000,100,25,1,100,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,I spent three nights here while attending a conference in the Seaport District. My flight was delayed and Ingrid was kind enough to wait up for me to show me around. We didn't see much of each other but I always found breakfast waiting for me each morning. The house was clean and the room was private since it had a bathroom adjacent. I would definitely stay again.  
2918,100,0,1,1,4,1.0,2,2,1,200,800,80,30,3,93,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,Sina was very helpful with all our questions replying very fast. The apartment is very nice and well located. The parking space behind the building is very convenient.
2919,100,83,1,1,2,1.0,1,1,1,100,100,50,0,115,97,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,it was very nice and pleasant. Maria was great and hospitable and a great hostess! 
2920,100,90,1,2,2,1.0,1,1,1,85,100,0,25,10,84,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,I think everything is good.
2921,100,100,1,1,4,1.0,1,3,1,115,100,50,25,8,100,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,Staying at Mike & Susie's was a great experience. The place is just like the photos and really cozy. It was one stop in the blue line from airport station and just a few more from the city center. I couldn't meet them but I had a flight early in the morning and Mike was really helpful for me to arrive on time. Comfortable bed. I would repeat!! Thank you.
2922,100,100,1,1,2,1.0,1,1,1,135,350,25,30,163,96,3,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,"The description matches the studio perfectly. It''s small, but everything you need is there. It''s conveniently located close to the subway, in a quiet neighborhood, but still close to the city center. Jonathan is very friendly and responsive and made us feel very much at home. "
2923,100,100,2,1,3,1.0,0,2,1,120,150,50,0,16,98,3,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,"Stayed with Carl and Judy for two nights. They are very friendly, and i''d be happy to stay here again. They are one of the better air b&b hosts I have dealt with: clear communication, clean space, and they even went through the trouble of putting together a book of suggestions for what to do."
2924,100,99,1,1,10,1.0,3,7,1,500,500,150,35,2,100,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,"This was my first time using Airbnb and they did a great job to make us feel welcome and the person who greeted us was very nice, he was able to tell us how to get around.  The place was exactly as advertised and was great place to stay, all the furnishings were newer and very nice.  We loved the massage chair!  We had a great time and was easy to get to the transit from the house. 
"
2925,100,100,2,2,2,1.5,1,1,1,70,100,20,20,58,97,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,"The room was the perfect place to call home for my 2 week visit to Boston. Jane and her family were extremely accomodating, friendly, and provided everything I needed including breakfast for an enjoyable stay. I would highly recommend this host for anyone visiting Boston or the Brookline/Roxbury areas. "
2926,100,100,1,1,3,1.0,1,2,1,114,200,45,36,127,97,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,"Our host was super throughout the whole experience. She remained in contact with us from the moment we booked until we departed. The location of the house is perfect; right next to a subway stop that leads you straight into downtown Boston. The place was immaculate and very comfy. She met us on time and gave us a quick tour of the accommodations and all the little extras included,(beyond what is in the posting). Too many to list here but things like coffee in the kitchen, robes, shampoos and soaps; the list goes on. Just fantastic. The host has a bulletin board and all sorts of pamphlets on things to see and do all over Boston, from the local neighbourhood and the city centre. If one or two are going to Boston for a few days or more, this is the place to stay. No doubt about it!"
2927,100,25,1,1,4,1.0,2,2,1,200,150,0,10,32,98,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,"Lovely apartment in a great neighborhood close to public transportation.  Within a 5 minute walk, we discovered an organic market, a bakery, great restaurants and an ice cream shop.  I highly recommend Andrew''s place on your visit to Boston."
2929,100,100,1,1,5,1.0,2,2,1,229,200,50,25,33,94,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,"This was my first Airbnb experience and it really could not have been better.  The apartment itself was fantastic - comfortable, well-equipped, convenient, spacious.  We really enjoyed staying there.  I was travelling with my husband and our two young children, and this apartment was just the perfect place to bring toddlers also.  Damon was nothing short of amazing.  I asked a lot of questions and he was always very responsive, both before and during our stay.  He also went above and beyond to help find some “toddler equipment” to lend to us for the kids (training potty, pack ‘n play, stroller, etc.).  I had asked if he happened to have a guard rail for the bed for my nervous toddler and when we arrived he had actually procured a separate toddler bed with guard rails!  My son was so excited when he saw that bed, he immediately said it was “his” and slept happily in it every night!  Thanks very much for a lovely stay and for all your outstanding efforts in accommodating us.  "
2930,100,100,1,1,2,0.0,1,0,1,99,300,75,0,73,91,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,"So amazing! The apartment is perfect, clean,  in a great location! Street parking is difficult but there is a lot just 3 min away - $20 per day - so convenient! Would definitely stay again. "
2931,100,100,1,1,5,1.0,1,4,1,109,300,85,25,43,89,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,Everything was great. Apartment was exactly as pictured in a really nice area. Little bit of street noise but overall a great experience. Very easy to check in and out of apartment. 
2932,100,100,2,2,3,1.5,1,1,1,65,100,10,15,194,88,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,"The house is super easy to get to, very close to the metro. Hermina is lovely, she made me coffee and gave me a nice pastry in the morning. The room was nice and large. Overall good experience!"
2933,100,100,1,1,3,1.0,0,2,2,150,100,50,0,3,80,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,"Sienna is really a kind person. We had some problems with the kitchen and she fixed it in a very short time. She was very open and ready to communicate with us, she told us that she is new to hosting people through airbnb, I think next experiences with her will be better.
The apartment is really little, no air condition, very noisy but the location is wonderful, very close to everything. 
Internet is ok, maybe I can suggest Sienna to provide more towels for guests, one for each person and for the hole time we was there was really too few. "
2934,100,67,1,1,2,1.0,1,1,1,145,100,8,10,2,70,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,"Wonderful place, very clean, great host.  Definitely will stay again.  Thank you"
2935,99,81,1,1,8,1.0,2,2,1,188,199,65,50,22,98,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,"Overall great experience. Convenience stores, pizza shops, restaurants all nearby or a quick cab away. Nicely decorated, extremely spacious and clean. Everything you would want from an Airbnb. Unfortunately, there was no roof deck access but there is a great view out of the back room window. Paige is responsive in a timely manner."
2936,100,93,1,1,3,1.0,1,1,1,150,1000,250,0,21,95,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"This apartment in Boston was prefect for me.  I was in town for a month for work and had my wife visiting so I wanted a place with more than a hotel could provide.

This apartment has an amazing view of the Golden Dome from the living room. The kitchen is small but adequate.  The bedroom is big and full of light.  The mattress and pillows are old and need replacing. The bathroom is big with minimal to no counter space and low water pressure but not terrible.  

I was in Boston in July. It was hot.  There is one widow AC in the living room which cools nicely but as the bedroom is down a long hallway it stayed a pretty warm temp. So, I asked for a fan to get some of the cool air from the AC down to the bedroom.  Anne provided one the next day. I like it cool/cold when I sleep and the fan was perfectly adequate to make me comfortable sleeping. I suggest getting a 2nd AC for the bedroom however the fan worked just fine.

Anne was extremely accommodating.  To the extent of not only getting a fan, but getting a new TV for me when I mentioned I travel with an AppleTV and the existing TV didn''t have an HDMI port.  I came home the next evening and she had replaced the TV with a newer one that had the necessary inputs!

The Building is beautiful with a doorman and rooftop deck over looking the Golden Dome and Commons in an amazing area.  Just beautiful. I had a great time.

I highly recommend this listing."
2937,100,93,1,1,3,1.0,1,1,1,154,1000,250,0,18,91,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,The apartment on Beacon Street was just great. The updated kitchen was a pleasure to cook in and there were all sorts of kitchen accessories to make it feel like home. Anne was extremely attentive to us and a plesure to meet.  We will connect with her again to rent an apt. in Boston! 
2938,70,93,1,1,2,1.0,1,1,1,99,1500,150,0,2,90,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"The location of this unit could not be better -- walk out the back and you are on the Esplanade, walk out the front and you are just blocks from Newbery Street, Copley Square, Boston Common and Public Garden and Beacon Hill.  The unit was clean and spacious and provided good internet service.  My son and I enjoyed the spectacular view -- the unit is on the 6th floor -- great rooftop vista!"
2939,100,93,1,1,3,1.0,1,1,1,110,1000,250,0,11,93,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,I loved my stay in this place. Anne was perfect when I needed. The appartment was awesome. The location for me also was awesome. Who will work at MGH hospital is just 8min walk. I recomend this place for sure. 
2940,100,93,1,1,3,1.0,1,1,1,175,1000,250,0,8,90,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"El departamento es perfecto, la ubicación muy buena y Anne es excelente!!!"
2941,100,100,1,1,3,1.0,1,2,1,125,250,80,10,140,94,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"This was the absolute perfect location for our stay in Boston: it''s a very short walk (t hesitate to book again.
"
2942,98,66,1,1,6,1.5,3,3,1,769,500,125,0,7,100,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Delightful place at an uber convenient location. Host provided all the information needed to make check in/out seamless.
2943,100,99,1,1,6,1.0,2,3,1,295,300,100,45,43,92,3,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,"Nice flat, very centrally located though not the most beautiful part of the city.  All appliances etc were fine and air con was good. Friendly and helpful host."
2944,100,100,1,1,4,1.0,2,2,1,300,100,50,0,16,93,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,Marcos apartment was exactly as described. The location is pretty close to the Institute of Technology and it's a 10 min ride downtown. Marco was there to greet me.
2945,100,100,1,3,2,1.0,1,2,4,103,250,0,10,12,95,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,"I went to the Tarek''s apartment for two nights with a friend, as tourists during a WE.
The contact was very good with Tarek. We never met him, but he was very flexible and made sure that our arrival was easy, so it was not a problem. Moreover, he really made us feel at home.
The apartment is well located, in a safe neighborhood, very close to a subway station (2min) and relatively close to Quincy Market (20min) by walk.
A little drawback : one of the two air beds had a leak, but Tarek told us about this detail before our arrival.
To sum up, we enjoyed our stay and we really recommend to be hosted by Tarek !"
2946,100,100,1,1,2,1.0,1,2,1,375,4000,125,0,5,96,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,Lynne was pleasant and accommodating. The location is excellent. The historical structure is well maintained. The inlaid floors are beautiful. The furnishings need updating. All in all it was a good value and a very good experience. 
2947,71,98,4,1,4,1.0,1,2,1,289,400,75,10,14,93,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,"The unit was in mint condition as was mentioned and was properly equipped. Good neighborhood and good people. Check in and check out  was easy. Being that it was my first time using Airbnb or Flatbook, I was a little apprehensive. But, my stay was great in terms of privacy, cleanliness and comfort. Would definitely use Flatbook when I am in Boston again. "
2948,71,98,1,1,4,1.0,1,2,1,169,400,95,10,1,100,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,The apartment was exactly as pictured. Very clean. It was less than 10 minutes to the airport and convention center. There is also a Whole Foods less than a block away!
2949,100,100,4,2,2,1.0,1,2,1,105,250,0,10,31,94,3,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,Excellent location and Tarek is very friendly.
2950,100,94,1,2,1,1.0,1,1,4,37,500,50,0,4,90,3,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,Great spot for a short term stay. Close to bus stops and the Commuter Rail. Red Line T stop is only 8 minutes.
2951,100,100,1,1,6,2.0,2,3,1,177,300,99,0,27,93,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,Nice stay and location with a big whole food market !! The amenity is wonderful ! It is great for 5 ppl to stay here ! Thanks 
2952,100,50,1,1,2,1.0,1,1,1,275,500,100,0,3,100,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Tive uma otima experiencia em Boston, o lugar cedido pela Emily foi otimo. Estava em excelente localizacao , ao lado do metro, de grandes lojas , shopping center e alguns dos principais restaurantes. Excelente acomodacao , com estrutura basica completa . Uma cozinha integrada com a sala , tornava o ambiente mais dinamico. Foi otimo "
2953,100,99,1,1,4,1.0,1,2,1,225,300,85,45,25,90,3,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,"Good to stay there for over one month. It located at central of Boston, and Boston common park just next to there. We enjoyed to stay there! "
2954,0,0,1,1,2,2.0,2,1,1,250,95,0,0,2,100,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"This was my first experience with airbnb and I think now my bar is set way too high. This was also my family''s first night away at a non family members house so I was nervous about logistics with my infant daughter. To say this experience was great would be an understatement. Chris was very quick with all his communication and consistently went above and beyond to make us feel (URL HIDDEN) worked out that his family has a young baby so the crib, changing table and some other toys made the trip that much more special. We were also able to use their parking pass, saving us money and headache in a tough to park neighborhood. The apartment was beautiful. The pictures don''t do it justice. And we were greeted with a bottle of wine, sweet note, and everything laid out for us. I would definitely stay again on our next trip to Boston!"
2955,100,100,1,2,2,1.0,1,1,1,100,0,0,0,24,91,3,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nik and Molly are great hosts and their apartment is quite charming and roomy. Our three night stay was just great. There was a nice little pub just around the corner and the T was close by as well. I would highly recommend staying with them.
2956,100,0,1,1,2,1.0,1,1,1,175,0,0,0,11,95,3,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"My daughter and I planned a 6 day tour of colleges in the Boston area and Kate''s studio was the best home base we could have asked for! So convenient to some of the best eats in Boston, close to the T, the airport and the roof top deck was such a treat! I''m so glad we skipped the hotel scene and got into the real experience of being Bostonians! Thanks Kate!"
2957,100,67,1,1,8,1.0,3,4,1,236,250,100,50,5,88,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ilan - очень внимательная и гостеприимная хозяйка, которая беспокоилась о нас, несмотря на очень позднее прибытие. В квартире было чисто и убрано, нас ждал приятный презент. "
2958,100,92,1,1,3,1.0,1,2,1,128,100,35,50,3,53,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Not good -- miscommunication with the host unfortunately lead to one of our employees getting kicked out of the apartment due to a reactive situation. 
2960,0,0,1,1,2,1.0,1,1,1,160,160,45,0,6,95,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Ibrahim''s apartment was the perfect stay for me. I''m finishing up my thesis and needed to do a lot of writing with no distractions while attending a conference at the convention center. I was looking for a place where I could be a hermit without feeling any obligations to interact with anyone, and just get my work done - and that''s exactly what I got!

I arrived by bus on a Saturday evening, hopped on the Silver line (which stops just a block away), picked up my keys from a neighbor, and dropped off my bag before heading to a fantastic Senegalese place for dinner just a few blocks away.

The next day I wrote in peaceful solitude in the sunny living/dining room space before a refreshing ~40 minute afternoon walk to the convention center. The following day I packed up and left the keys on the counter per the instructions of Ibrahim''s friend, Michael, who was always available by phone for questions while Ibrahim was out of town.

The apartment is located in a wonderful part of the neighborhood, near restaurants, stores, and transportation.  I especially loved the African and Diaspora art throughout the house. The kitchen is very modern although I didn''t get a chance to use it; everything was clean and essentials laid out. All in all, I really couldn''t ask for a better stay and I hope to return with less work to do!"
2961,0,0,1,1,6,1.0,2,3,1,450,1000,0,25,10,100,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"The apartment was true to its description.  It is amazing!  My friends and I came to Boston for our Homecoming/10 Year College Reunion.  While we did not spend a lot of time in the apartment, it fit our needs and was the perfect location as it was close to the campus in which we spent most of our time.  Its unfortunate that it was a cold time of year for our visit, because we really did want to utilize the rooftop.  Tom was thoughtful in leaving us toiletries to utilize, although we all had brought our own.  Additionally Tom left some guides/info regarding Boston for our use if necessary. "
2962,0,0,1,1,4,1.0,3,2,1,120,150,30,0,2,100,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,They were dead on about the listing. Nice neighborhood great neighbors and food places by them!! 
2964,0,0,1,1,4,2.0,2,2,1,185,150,35,30,3,93,3,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,"Our stay at Laurel''s place in the South End was fantastic.  The location was perfect for our activities at Boston University med school, and it is a very walkable area.  Laurel was prompt with replies to our questions and we loved Flour, his local restaurant recommendation.  The condo itself was just as pictured, very nice and comfortable.  We will return happily on future visits to Boston."
2965,0,0,1,2,3,1.5,1,1,1,103,200,60,30,24,93,3,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"La casa es muy cómoda y acogedora, adicional mente esta muy bien ubicada, cerca de las de las lineas E y D lo que lo hace un lugar bastante conveniente. James quien es el roommate de Yosef es una persona muy atenta y esta dispuesto a ayudarlo a uno con lo que se necesite."
